area_type,bath,balcony,price,bhk,has_society,society_freq,availability_group,location_grouped,location_target_enc,total_sqft
Built-up  Area,2.0,2.0,72.0,2.0,1,4.0,Ready To Move,brookefield,118.48936170212765,1225.0
Plot  Area,5.0,3.0,950.0,4.0,1,1.0,Ready To Move,Other,346.7433333333333,5000.0
Plot  Area,2.0,1.0,160.0,2.0,0,0.0,Ready To Move,Other,145.0,1600.0
Plot  Area,1.0,0.0,90.0,2.0,0,0.0,Ready To Move,malleshwaram,359.8803571428571,600.0
Built-up  Area,3.0,2.0,60.0,3.0,1,1.0,Ready To Move,Other,60.32000000000001,1350.0
Super built-up  Area,3.0,1.0,69.0,3.0,1,63.0,Q4 Possession,kanakpura road,71.84865461847389,1300.0
Super built-up  Area,2.0,1.0,36.28,2.0,1,2.0,Q4 Possession,channasandra,62.578421052631576,830.0
Super built-up  Area,2.0,1.0,69.18,2.0,1,10.0,Ready To Move,hennur road,103.92855704697986,1155.0
Super built-up  Area,5.0,3.0,345.0,4.0,1,7.0,Ready To Move,Other,241.87357142857144,3126.0
Super built-up  Area,2.0,2.0,55.0,2.0,1,3.0,Ready To Move,jalahalli,95.76438775510204,905.0
Super built-up  Area,2.0,0.0,75.0,3.0,1,1.0,Ready To Move,vijayanagar,119.15547619047618,1375.0
Plot  Area,3.0,2.0,31.11,3.0,0,0.0,Ready To Move,Other,167.03666666666666,1575.0
Super built-up  Area,2.0,2.0,33.84,2.0,0,0.0,Q2 Possession,electronic city,55.482145328719724,1140.0
Super built-up  Area,2.0,2.0,60.0,3.0,0,0.0,Ready To Move,hormavu,71.35376712328767,1550.0
Super built-up  Area,2.0,1.0,55.0,2.0,1,6.0,Ready To Move,Other,90.10944444444445,957.0
Built-up  Area,2.0,2.0,45.0,2.0,1,9.0,Ready To Move,9th phase jp nagar,89.58372093023256,890.0
Super built-up  Area,4.0,2.0,235.0,4.0,1,1.0,Ready To Move,kr puram,84.62961538461539,3000.0
Plot  Area,5.0,1.0,150.0,5.0,1,2.0,Ready To Move,Other,122.5,2400.0
Plot  Area,4.0,2.0,595.0,4.0,0,0.0,Ready To Move,Other,318.3333333333333,2400.0
Super built-up  Area,2.0,1.0,37.0,2.0,1,1.0,Ready To Move,rachenahalli,72.69208333333334,925.0
Built-up  Area,2.0,2.0,60.0,2.0,1,1.0,Ready To Move,kammasandra,38.054482758620686,1415.0
Plot  Area,2.0,0.0,80.0,1.0,0,0.0,Ready To Move,Other,63.0,500.0
Super built-up  Area,2.0,1.0,37.0,2.0,1,11.0,Ready To Move,thanisandra,82.59086206896552,1225.0
Built-up  Area,4.0,0.0,90.0,4.0,0,0.0,Ready To Move,hennur road,103.92855704697986,2000.0
Super built-up  Area,1.0,1.0,57.0,1.0,1,16.0,Q4 Possession,whitefield,129.65500954198475,840.0
Plot  Area,9.0,2.0,200.0,9.0,0,0.0,Ready To Move,banashankari stage iii,125.9832,1560.0
Super built-up  Area,3.0,1.0,112.0,3.0,1,34.0,Q4 Possession,thanisandra,82.59086206896552,1732.0
Plot  Area,1.0,0.0,45.0,1.0,0,0.0,Ready To Move,Other,51.0,1200.0
Super built-up  Area,2.0,1.0,69.9,2.0,1,1.0,Ready To Move,bhoganhalli,99.72558139534884,1260.0
Super built-up  Area,2.0,1.0,49.0,2.0,0,0.0,Ready To Move,Other,72.50166666666667,1092.0
Super built-up  Area,2.0,0.0,34.0,2.0,1,3.0,Ready To Move,Other,38.0,827.0
Super built-up  Area,1.0,1.0,40.0,2.0,0,0.0,Ready To Move,Other,216.994,650.0
Super built-up  Area,2.0,1.0,54.79,3.0,1,9.0,Ready To Move,7th phase jp nagar,104.03466666666667,1370.0
Super built-up  Area,3.0,2.0,106.0,3.0,1,1.0,Ready To Move,whitefield,129.65500954198475,1725.0
Built-up  Area,2.0,0.0,70.0,2.0,0,0.0,Ready To Move,jalahalli,95.76438775510204,1000.0
Plot  Area,1.0,0.0,55.0,1.0,0,0.0,Ready To Move,tc palaya,84.9991111111111,1350.0
Plot  Area,4.0,2.0,350.0,4.0,0,0.0,Ready To Move,7th phase jp nagar,104.03466666666667,3200.0
Super built-up  Area,3.0,2.0,110.0,3.0,0,0.0,Ready To Move,bellandur,92.00365591397849,1717.0
Super built-up  Area,2.0,1.0,34.0,2.0,1,63.0,Q4 Possession,kanakpura road,71.84865461847389,700.0
Super built-up  Area,2.0,1.0,32.0,2.0,1,1.0,Ready To Move,Other,32.0,800.0
Super built-up  Area,4.0,3.0,340.0,3.0,1,26.0,Ready To Move,rajaji nagar,327.69308411214956,2367.0
Super built-up  Area,2.0,1.0,65.0,3.0,1,5.0,Ready To Move,sonnenahalli,54.31340909090909,1415.0
Super built-up  Area,3.0,1.0,145.0,3.0,1,3.0,Q4 Possession,7th phase jp nagar,104.03466666666667,1976.0
Super built-up  Area,2.0,1.0,37.01,2.0,0,0.0,Ready To Move,Other,44.750625,883.0
Super built-up  Area,1.0,1.0,38.0,1.0,1,1.0,Ready To Move,yelahanka,86.26330952380954,700.0
Super built-up  Area,3.0,1.0,50.0,3.0,1,3.0,Ready To Move,sarjapur,94.40676829268293,1445.0
Super built-up  Area,3.0,2.0,104.0,3.0,1,9.0,Q4 Possession,battarahalli,74.81875000000001,2082.0
Super built-up  Area,2.0,1.0,66.0,2.0,1,51.0,Ready To Move,thanisandra,82.59086206896552,933.0
Plot  Area,5.0,1.0,95.5,4.0,0,0.0,Ready To Move,Other,86.0657142857143,800.0
Built-up  Area,2.0,1.0,57.0,2.0,0,0.0,Ready To Move,electronic city phase ii,48.68390625,1155.0
Super built-up  Area,2.0,2.0,73.2,2.0,0,0.0,Ready To Move,Other,121.70555555555555,1200.0
Super built-up  Area,2.0,1.0,43.0,2.0,0,0.0,Ready To Move,Other,129.42857142857142,1055.0
Super built-up  Area,3.0,2.0,125.0,3.0,1,1.0,Ready To Move,rajaji nagar,327.69308411214956,1555.0
Super built-up  Area,3.0,2.0,62.0,3.0,1,1.0,Ready To Move,bellandur,92.00365591397849,1420.0
Super built-up  Area,3.0,2.0,350.0,3.0,0,0.0,Q2 Possession,Other,350.0,2214.0
Super built-up  Area,1.0,1.0,26.91,1.0,1,9.0,Q2 Possession,devanahalli,119.83911111111112,658.0
Carpet  Area,2.0,1.0,78.74,2.0,1,28.0,Q4 Possession,bhoganhalli,99.72558139534884,896.9
Plot  Area,3.0,2.0,750.0,4.0,0,0.0,Ready To Move,Other,273.14285714285717,4000.0
Built-up  Area,2.0,2.0,40.0,2.0,1,2.0,Ready To Move,kr puram,84.62961538461539,1035.0
Plot  Area,5.0,2.0,225.0,4.0,1,2.0,Ready To Move,whitefield,129.65500954198475,2064.0
Super built-up  Area,3.0,3.0,160.0,3.0,1,7.0,Ready To Move,Other,144.28571428571428,1839.0
Built-up  Area,1.0,1.0,20.0,1.0,1,16.0,Ready To Move,yelahanka new town,83.86585365853658,488.0
Built-up  Area,2.0,1.0,198.0,3.0,0,0.0,Ready To Move,Other,226.4075,1200.0
Built-up  Area,5.0,2.0,140.0,5.0,0,0.0,Ready To Move,Other,140.0,2760.0
Super built-up  Area,2.0,2.0,42.0,2.0,1,1.0,Ready To Move,Other,39.806,993.0
Super built-up  Area,2.0,1.0,45.0,2.0,1,1.0,Ready To Move,hoodi,91.65022727272728,1225.0
Plot  Area,13.0,2.0,150.0,9.0,0,0.0,Q1 Possession,electronic city,55.482145328719724,1200.0
Built-up  Area,2.0,1.0,32.0,2.0,1,8.0,Ready To Move,Other,46.583333333333336,825.0
Super built-up  Area,4.0,2.0,359.0,4.0,0,0.0,Ready To Move,bellandur,92.00365591397849,3596.0
Plot  Area,4.0,1.0,203.0,6.0,0,0.0,Ready To Move,Other,143.0,1350.0
Super built-up  Area,3.0,3.0,92.0,3.0,1,5.0,Ready To Move,electronic city phase ii,48.68390625,1800.0
Super built-up  Area,2.0,1.0,100.0,2.0,0,0.0,Ready To Move,Other,165.0,925.0
Super built-up  Area,2.0,1.0,63.0,2.0,1,15.0,Q1 Possession,kanakpura road,71.84865461847389,1167.0
Super built-up  Area,2.0,1.0,41.0,2.0,0,0.0,Ready To Move,sarjapur,94.40676829268293,1150.0
Super built-up  Area,1.0,1.0,50.0,1.0,1,1.0,Q3 Possession,Other,102.0,650.0
Built-up  Area,1.0,1.0,27.0,1.0,1,19.0,Ready To Move,sarjapur  road,120.91663588390502,675.0
Plot  Area,3.0,1.0,90.0,2.0,0,0.0,Ready To Move,Other,90.0,2260.0
Super built-up  Area,1.0,0.0,32.39,1.0,1,2.0,Q2 Possession,Other,30.195,720.0
Plot  Area,4.0,2.0,600.0,3.0,1,5.0,Ready To Move,whitefield,129.65500954198475,4800.0
Super built-up  Area,2.0,1.0,58.0,2.0,0,0.0,Ready To Move,yelahanka new town,83.86585365853658,1100.0
Super built-up  Area,1.0,1.0,20.0,2.0,0,0.0,Ready To Move,Other,20.0,550.0
Super built-up  Area,2.0,1.0,58.0,3.0,1,14.0,Ready To Move,uttarahalli,63.26853503184713,1330.0
Super built-up  Area,4.0,2.0,185.0,3.0,0,0.0,Ready To Move,ulsoor,237.23809523809524,1685.0
Super built-up  Area,5.0,2.0,75.0,6.0,0,0.0,Ready To Move,Other,108.66666666666667,2400.0
Super built-up  Area,3.0,3.0,108.0,3.0,1,14.0,Q2 Possession,banashankari,111.9226388888889,1770.0
Super built-up  Area,3.0,3.0,125.0,3.0,1,5.0,Ready To Move,Other,144.96153846153845,2100.0
Super built-up  Area,2.0,3.0,42.0,2.0,0,0.0,Ready To Move,Other,67.26315789473684,1000.0
Plot  Area,5.0,1.0,105.0,4.0,0,0.0,Ready To Move,Other,113.49875,600.0
Plot  Area,5.0,1.0,230.0,4.0,0,0.0,Ready To Move,ramamurthy nagar,86.1576388888889,2916.0
Super built-up  Area,2.0,1.0,65.0,3.0,1,4.0,Ready To Move,kanakpura road,71.84865461847389,1419.59
Super built-up  Area,3.0,2.0,81.0,3.0,1,2.0,Ready To Move,Other,367.73333333333335,1400.0
Built-up  Area,2.0,1.0,37.49,2.0,0,0.0,Ready To Move,horamavu agara,54.119268292682925,750.0
Super built-up  Area,2.0,1.0,87.0,2.0,0,0.0,Ready To Move,Other,121.70555555555555,1070.0
Super built-up  Area,3.0,1.0,107.0,3.0,1,6.0,Q4 Possession,Other,90.10944444444445,1536.0
Built-up  Area,3.0,2.0,210.0,3.0,1,6.0,Ready To Move,koramangala,205.215,1710.0
Carpet  Area,3.0,3.0,196.0,3.0,1,1.0,Ready To Move,jp nagar,126.43739436619718,2400.0
Super built-up  Area,3.0,2.0,102.92,3.0,1,23.0,Q1 Possession,sarjapur  road,120.91663588390502,1773.5
Super built-up  Area,2.0,1.0,72.0,2.0,1,48.0,Q2 Possession,electronic city,55.482145328719724,1342.0
Super built-up  Area,3.0,2.0,130.0,3.0,0,0.0,Ready To Move,Other,133.75625,1600.0
Super built-up  Area,1.0,1.0,50.0,1.0,1,12.0,Q4 Possession,kanakapura,59.73448717948718,938.0
Super built-up  Area,3.0,2.0,99.0,3.0,1,42.0,Ready To Move,budigere,68.87882978723404,1820.0
Super built-up  Area,4.0,3.0,170.0,4.0,1,6.0,Ready To Move,bhoganhalli,99.72558139534884,2439.0
Super built-up  Area,3.0,2.0,78.0,3.0,1,5.0,Ready To Move,kanakpura road,71.84865461847389,1665.0
Super built-up  Area,3.0,2.0,150.0,3.0,0,0.0,Ready To Move,basavangudi,180.6290322580645,1850.0
Built-up  Area,2.0,1.0,40.0,2.0,1,3.0,Ready To Move,bommanahalli,61.07971428571428,1091.0
Super built-up  Area,2.0,1.0,74.03,2.0,1,23.0,Q2 Possession,sarjapur  road,120.91663588390502,1346.0
Super built-up  Area,3.0,2.0,224.0,3.0,1,21.0,Ready To Move,rajaji nagar,327.69308411214956,1720.0
Built-up  Area,4.0,3.0,176.0,4.0,1,4.0,Ready To Move,brookefield,118.48936170212765,3675.0
Super built-up  Area,2.0,2.0,33.95,2.0,0,0.0,Q2 Possession,jp nagar,126.43739436619718,1060.0
Built-up  Area,2.0,1.0,57.0,2.0,0,0.0,Q4 Possession,whitefield,129.65500954198475,1059.0
Super built-up  Area,2.0,1.0,97.0,2.0,1,18.0,Ready To Move,hebbal,164.6091304347826,1299.0
Super built-up  Area,3.0,2.0,85.0,3.0,1,12.0,Ready To Move,yelahanka,86.26330952380954,1491.0
Built-up  Area,2.0,2.0,85.0,2.0,0,0.0,Ready To Move,basaveshwara nagar,183.61904761904762,1200.0
Built-up  Area,5.0,0.0,110.0,4.0,0,0.0,Ready To Move,yelahanka,86.26330952380954,2088.0
Super built-up  Area,1.0,1.0,29.0,1.0,0,0.0,Ready To Move,hulimavu,85.91884615384615,581.0
Super built-up  Area,2.0,2.0,70.0,2.0,0,0.0,Ready To Move,Other,122.71428571428571,1296.0
Super built-up  Area,2.0,1.0,55.0,2.0,1,3.0,Ready To Move,Other,53.114285714285714,1125.0
Built-up  Area,3.0,1.0,70.0,3.0,1,1.0,Ready To Move,electronic city,55.482145328719724,1275.0
Super built-up  Area,2.0,2.0,55.0,2.0,0,0.0,Ready To Move,kothanur,95.790625,1095.0
Plot  Area,4.0,2.0,975.0,5.0,1,2.0,Ready To Move,sarjapur  road,120.91663588390502,10000.0
Super built-up  Area,2.0,2.0,74.0,2.0,1,5.0,Ready To Move,old madras road,123.05686567164179,1330.0
Super built-up  Area,2.0,2.0,60.0,2.0,0,0.0,Ready To Move,marathahalli,102.42970414201183,1135.0
Super built-up  Area,1.0,1.0,39.0,1.0,0,0.0,Ready To Move,whitefield,129.65500954198475,516.0
Super built-up  Area,2.0,1.0,51.0,2.0,0,0.0,Ready To Move,Other,72.50166666666667,1194.0
Plot  Area,5.0,2.0,240.0,5.0,0,0.0,Ready To Move,Other,134.73529411764707,2250.0
Super built-up  Area,1.0,1.0,38.0,2.0,1,52.0,Ready To Move,electronic city,55.482145328719724,770.0
Super built-up  Area,5.0,2.0,330.0,4.0,1,12.0,Ready To Move,sarjapur  road,120.91663588390502,3930.0
Super built-up  Area,3.0,2.0,54.2,3.0,0,0.0,Q2 Possession,chikkalasandra,71.68931034482758,1355.0
Built-up  Area,8.0,0.0,150.0,8.0,0,0.0,Ready To Move,abbigere,54.83681818181819,3000.0
Built-up  Area,4.0,1.0,175.0,4.0,1,25.0,Ready To Move,harlur,110.74233766233766,2569.0
Built-up  Area,4.0,2.0,450.0,4.0,0,0.0,Ready To Move,hebbal,164.6091304347826,3758.0
Super built-up  Area,3.0,2.0,115.0,3.0,1,4.0,Ready To Move,bhoganhalli,99.72558139534884,1707.0
Plot  Area,5.0,1.0,225.0,5.0,0,0.0,Q2 Possession,Other,225.0,1200.0
Super built-up  Area,2.0,2.0,49.0,2.0,0,0.0,Ready To Move,Other,102.57142857142857,1070.0
Built-up  Area,4.0,2.0,410.0,4.0,0,0.0,Ready To Move,whitefield,129.65500954198475,6000.0
Super built-up  Area,2.0,1.0,83.0,3.0,1,11.0,Q2 Possession,tumkur road,75.01060606060605,1240.0
Super built-up  Area,2.0,1.0,91.65,2.0,1,8.0,Q4 Possession,jp nagar,126.43739436619718,1300.0
Super built-up  Area,2.0,2.0,76.0,2.0,1,4.0,Ready To Move,ambalipura,104.03192307692308,1700.0
Super built-up  Area,2.0,2.0,76.18,3.0,1,45.0,Ready To Move,yeshwanthpur,98.1728313253012,1383.0
Built-up  Area,4.0,3.0,170.0,5.0,0,0.0,Ready To Move,Other,170.0,3000.0
Super built-up  Area,2.0,3.0,45.0,2.0,0,0.0,Ready To Move,hulimavu,85.91884615384615,935.0
Super built-up  Area,4.0,2.0,151.0,3.0,1,39.0,Ready To Move,thigalarapalya,157.65687499999999,2072.0
Built-up  Area,3.0,1.0,225.0,4.0,0,0.0,Ready To Move,Other,86.678,2200.0
Super built-up  Area,2.0,1.0,45.0,2.0,1,1.0,Ready To Move,kr puram,84.62961538461539,1116.0
Super built-up  Area,3.0,2.0,107.0,3.0,1,8.0,Q4 Possession,whitefield,129.65500954198475,1639.0
Super built-up  Area,3.0,2.0,130.0,3.0,0,0.0,Ready To Move,marathahalli,102.42970414201183,1839.0
Super built-up  Area,2.0,2.0,63.0,2.0,0,0.0,Ready To Move,Other,102.0,1300.0
Super built-up  Area,1.0,1.0,27.0,1.0,0,0.0,Ready To Move,horamavu agara,54.119268292682925,625.0
Super built-up  Area,1.0,1.0,61.0,1.0,1,51.0,Q2 Possession,thanisandra,82.59086206896552,933.0
Super built-up  Area,3.0,3.0,180.0,3.0,1,8.0,Ready To Move,hosur road,92.79844444444446,2289.0
Built-up  Area,3.0,0.0,125.0,3.0,0,0.0,Ready To Move,ramamurthy nagar,86.1576388888889,2316.0
Super built-up  Area,2.0,1.0,39.77,2.0,0,0.0,Q2 Possession,electronic city,55.482145328719724,1005.0
Built-up  Area,2.0,1.0,38.0,2.0,1,1.0,Ready To Move,horamavu agara,54.119268292682925,1080.0
Plot  Area,5.0,3.0,185.0,7.0,0,0.0,Ready To Move,munnekollal,120.62208333333335,1200.0
Super built-up  Area,2.0,3.0,36.0,2.0,1,4.0,Ready To Move,Other,66.66666666666667,910.0
Plot  Area,2.0,0.0,73.0,2.0,1,1.0,Ready To Move,hormavu,71.35376712328767,1200.0
Super built-up  Area,2.0,1.0,39.9,2.0,1,3.0,Ready To Move,electronic city,55.482145328719724,1110.0
Super built-up  Area,2.0,2.0,56.0,2.0,0,0.0,Ready To Move,kothanur,95.790625,1142.0
Carpet  Area,4.0,3.0,240.0,5.0,0,0.0,Ready To Move,2nd stage nagarbhavi,217.0,4000.0
Plot  Area,3.0,1.0,204.0,3.0,1,3.0,Q1 Possession,hormavu,71.35376712328767,1800.0
Super built-up  Area,2.0,1.0,55.0,2.0,1,1.0,Ready To Move,Other,61.965,1005.0
Built-up  Area,3.0,1.0,133.0,3.0,0,0.0,Q2 Possession,Other,366.6,1626.6
Super built-up  Area,2.0,2.0,54.0,2.0,0,0.0,Ready To Move,kothanur,95.790625,1074.0
Carpet  Area,2.0,0.0,80.0,2.0,0,0.0,Ready To Move,basavangudi,180.6290322580645,1230.0
Super built-up  Area,1.0,1.0,23.0,2.0,1,23.0,Ready To Move,electronic city,55.482145328719724,660.0
Built-up  Area,2.0,2.0,48.0,2.0,0,0.0,Ready To Move,Other,53.8,1007.0
Plot  Area,6.0,1.0,74.0,4.0,0,0.0,Ready To Move,Other,285.57142857142856,1050.0
Built-up  Area,3.0,2.0,113.0,3.0,0,0.0,Q4 Possession,whitefield,129.65500954198475,1820.0
Plot  Area,2.0,0.0,100.0,2.0,0,0.0,Ready To Move,Other,68.33333333333333,1348.0
Super built-up  Area,2.0,2.0,66.25,2.0,0,0.0,Ready To Move,kasavanhalli,116.52607594936708,1230.0
Super built-up  Area,2.0,1.0,37.62,3.0,0,0.0,Q2 Possession,horamavu agara,54.119268292682925,1176.0
Built-up  Area,2.0,1.0,78.0,2.0,0,0.0,Ready To Move,frazer town,246.73472222222225,1200.0
Built-up  Area,2.0,1.0,65.0,2.0,0,0.0,Q2 Possession,Other,129.66666666666666,1298.0
Plot  Area,4.0,0.0,175.0,4.0,0,0.0,Ready To Move,Other,130.33333333333334,1350.0
Plot  Area,5.0,2.0,138.0,5.0,0,0.0,Ready To Move,Other,138.0,1200.0
Super built-up  Area,2.0,1.0,60.0,2.0,0,0.0,Ready To Move,kothanur,95.790625,1285.0
Super built-up  Area,3.0,2.0,92.59,3.0,1,48.0,Q2 Possession,electronic city,55.482145328719724,1644.0
Super built-up  Area,3.0,1.0,150.0,3.0,0,0.0,Ready To Move,kasavanhalli,116.52607594936708,1819.0
Super built-up  Area,2.0,1.0,85.0,2.0,1,4.0,Ready To Move,1st phase jp nagar,170.7,1205.0
Super built-up  Area,2.0,2.0,62.0,2.0,1,1.0,Ready To Move,raja rajeshwari nagar,66.0819496855346,1270.0
Super built-up  Area,2.0,2.0,39.89,3.0,0,0.0,Q2 Possession,9th phase jp nagar,89.58372093023256,1240.0
Super built-up  Area,3.0,3.0,70.0,3.0,1,20.0,Ready To Move,jigani,74.94698113207548,1221.0
Built-up  Area,2.0,2.0,35.0,3.0,1,2.0,Ready To Move,Other,52.25,840.0
Super built-up  Area,2.0,2.0,63.0,2.0,1,27.0,Ready To Move,kanakpura road,71.84865461847389,1339.0
Super built-up  Area,5.0,2.0,300.0,4.0,1,39.0,Ready To Move,thigalarapalya,157.65687499999999,4303.0
Super built-up  Area,2.0,1.0,85.0,2.0,1,4.0,Ready To Move,haralur road,96.60401960784314,1315.0
Super built-up  Area,2.0,2.0,68.0,2.0,0,0.0,Ready To Move,raja rajeshwari nagar,66.0819496855346,1250.0
Super built-up  Area,2.0,1.0,27.0,2.0,1,41.0,Ready To Move,bisuvanahalli,41.332857142857144,850.0
Super built-up  Area,2.0,2.0,110.0,3.0,1,17.0,Ready To Move,7th phase jp nagar,104.03466666666667,1600.0
Built-up  Area,2.0,1.0,62.0,2.0,1,1.0,Ready To Move,electronic city,55.482145328719724,1250.0
Super built-up  Area,2.0,1.0,56.5,3.0,1,6.0,Ready To Move,Other,55.544999999999995,1312.0
Super built-up  Area,4.0,0.0,134.0,4.0,1,1.0,Ready To Move,kadugodi,97.58425,3000.0
Built-up  Area,2.0,2.0,28.0,2.0,1,1.0,Ready To Move,electronic city phase ii,48.68390625,1300.0
Built-up  Area,3.0,3.0,98.0,3.0,0,0.0,Ready To Move,whitefield,129.65500954198475,1990.0
Super built-up  Area,2.0,2.0,38.5,2.0,0,0.0,Ready To Move,Other,76.38888888888889,760.0
Plot  Area,4.0,2.0,536.0,4.0,1,6.0,Ready To Move,ambedkar nagar,190.72413793103448,5000.0
Super built-up  Area,2.0,2.0,59.0,3.0,1,1.0,Ready To Move,kadugodi,97.58425,1614.0
Plot  Area,3.0,2.0,162.0,4.0,0,0.0,Ready To Move,Other,206.45749999999998,1500.0
Super built-up  Area,2.0,1.0,60.1,3.0,1,1.0,Ready To Move,Other,48.699999999999996,1182.0
Super built-up  Area,2.0,1.0,46.29,2.0,1,1.0,Ready To Move,Other,104.65799999999999,1053.0
Built-up  Area,1.0,1.0,105.0,1.0,0,0.0,Ready To Move,6th phase jp nagar,105.38695652173914,750.0
Super built-up  Area,3.0,3.0,125.0,3.0,1,13.0,Ready To Move,gubbalala,103.11769230769231,2000.0
Built-up  Area,4.0,3.0,116.0,3.0,1,9.0,Q2 Possession,electronic city phase ii,48.68390625,1940.0
Super built-up  Area,3.0,2.0,105.0,3.0,1,5.0,Q4 Possession,hennur road,103.92855704697986,1590.0
Super built-up  Area,2.0,2.0,52.79,2.0,0,0.0,Q4 Possession,Other,73.57444444444444,1035.0
Super built-up  Area,2.0,2.0,53.0,2.0,0,0.0,Ready To Move,kothanur,95.790625,1075.0
Super built-up  Area,2.0,1.0,62.0,3.0,1,1.0,Ready To Move,raja rajeshwari nagar,66.0819496855346,1260.0
Plot  Area,5.0,0.0,260.0,6.0,0,0.0,Ready To Move,Other,336.6666666666667,1200.0
Super built-up  Area,3.0,2.0,107.0,3.0,1,36.0,Ready To Move,thanisandra,82.59086206896552,1702.0
Super built-up  Area,2.0,2.0,65.0,3.0,1,41.0,Ready To Move,bisuvanahalli,41.332857142857144,1080.0
Built-up  Area,2.0,1.0,45.0,2.0,0,0.0,Ready To Move,kasavanhalli,116.52607594936708,1189.0
Super built-up  Area,2.0,1.0,39.0,2.0,1,2.0,Ready To Move,tumkur road,75.01060606060605,1035.0
Super built-up  Area,2.0,1.0,36.0,2.0,1,4.0,Q3 Possession,hennur road,103.92855704697986,1200.0
Plot  Area,6.0,2.0,852.0,8.0,0,0.0,Ready To Move,Other,294.84615384615387,4482.0
Plot  Area,3.0,0.0,200.0,3.0,0,0.0,Ready To Move,Other,200.0,1200.0
Super built-up  Area,3.0,1.0,69.0,3.0,1,63.0,Q4 Possession,kanakpura road,71.84865461847389,1300.0
Super built-up  Area,2.0,1.0,93.65,2.0,1,5.0,Q2 Possession,yelahanka,86.26330952380954,1330.0
Super built-up  Area,2.0,1.0,65.0,3.0,1,16.0,Ready To Move,Other,70.92105263157895,1210.0
Built-up  Area,2.0,2.0,54.2,3.0,0,0.0,Ready To Move,chikkalasandra,71.68931034482758,1350.0
Super built-up  Area,2.0,2.0,65.0,3.0,1,1.0,Ready To Move,kaval byrasandra,61.59090909090909,1900.0
Super built-up  Area,4.0,2.0,125.0,3.0,1,19.0,Ready To Move,ambedkar nagar,190.72413793103448,1935.0
Super built-up  Area,3.0,3.0,90.0,3.0,1,2.0,Ready To Move,Other,72.50166666666667,1410.0
Super built-up  Area,2.0,2.0,99.14,2.0,1,5.0,Ready To Move,Other,87.228,1469.0
Super built-up  Area,2.0,1.0,30.0,2.0,1,6.0,Ready To Move,varthur,69.75897058823529,986.0
Super built-up  Area,2.0,2.0,87.0,3.0,1,1.0,Ready To Move,Other,87.0,1460.0
Super built-up  Area,2.0,2.0,39.5,3.0,1,2.0,Ready To Move,chandapura,36.56774390243902,1345.0
Super built-up  Area,2.0,1.0,57.0,2.0,1,2.0,Ready To Move,panathur,73.62040816326531,980.0
Built-up  Area,2.0,2.0,75.0,2.0,1,4.0,Ready To Move,kudlu gate,83.4677027027027,1164.0
Super built-up  Area,1.0,2.0,51.0,2.0,1,10.0,Ready To Move,subramanyapura,67.14750000000001,929.0
Built-up  Area,2.0,1.0,70.0,2.0,0,0.0,Ready To Move,kundalahalli,133.25891304347826,1065.0
Super built-up  Area,2.0,0.0,56.725,2.0,1,4.0,Q2 Possession,budigere,68.87882978723404,1172.0
Super built-up  Area,3.0,1.0,265.0,3.0,0,0.0,Ready To Move,Other,192.5,3000.0
Super built-up  Area,2.0,1.0,30.27,2.0,0,0.0,Q2 Possession,electronic city,55.482145328719724,1020.0
Super built-up  Area,3.0,1.0,62.63,3.0,1,2.0,Ready To Move,gunjur,100.95761904761905,1362.0
Super built-up  Area,1.0,1.0,36.85,1.0,1,45.0,Ready To Move,yeshwanthpur,98.1728313253012,672.0
Super built-up  Area,3.0,3.0,115.0,3.0,1,4.0,Ready To Move,brookefield,118.48936170212765,1746.0
Super built-up  Area,2.0,1.0,65.0,2.0,1,7.0,Ready To Move,harlur,110.74233766233766,1532.0
Super built-up  Area,2.0,2.0,120.0,3.0,0,0.0,Ready To Move,Other,117.5,1200.0
Super built-up  Area,2.0,2.0,65.0,2.0,1,1.0,Ready To Move,Other,66.3,1250.0
Super built-up  Area,2.0,1.0,39.0,2.0,1,11.0,Ready To Move,thanisandra,82.59086206896552,1188.0
Built-up  Area,4.0,0.0,218.0,4.0,1,2.0,Q4 Possession,whitefield,129.65500954198475,3565.0
Super built-up  Area,2.0,2.0,85.0,2.0,1,6.0,Q1 Possession,marathahalli,102.42970414201183,1170.0
Super built-up  Area,3.0,2.0,150.0,3.0,0,0.0,Ready To Move,Other,365.75,1800.0
Plot  Area,2.0,1.0,35.0,2.0,0,0.0,Ready To Move,Other,41.0,1000.0
Plot  Area,3.0,1.0,375.0,3.0,0,0.0,Ready To Move,Other,239.0625,2600.0
Super built-up  Area,4.0,2.0,155.0,4.0,1,2.0,Ready To Move,Other,127.96875,2507.0
Super built-up  Area,2.0,1.0,34.0,2.0,1,5.0,Ready To Move,babusapalaya,53.1004,1061.0
Super built-up  Area,2.0,2.0,69.0,2.0,0,0.0,Ready To Move,kr puram,84.62961538461539,1290.0
Super built-up  Area,2.0,1.0,42.6,2.0,0,0.0,Ready To Move,sarjapur,94.40676829268293,1200.0
Super built-up  Area,2.0,2.0,39.29,2.0,0,0.0,Q2 Possession,Other,68.31166666666667,1120.0
Super built-up  Area,1.0,1.0,12.0,1.0,0,0.0,Ready To Move,electronic city,55.482145328719724,418.0
Super built-up  Area,3.0,1.0,50.0,3.0,1,7.0,Ready To Move,sarjapur,94.40676829268293,1333.0
